id,cuisine
5114,korean
5115,moroccan
37886,vietnamese
37887,british
37888,vietnamese
37891,moroccan
5126,indian
5127,filipino
37897,irish
37899,indian
5134,filipino
5137,indian
37906,filipino
5141,indian
5148,filipino
5150,indian
5155,filipino
37925,filipino
37928,vietnamese
37930,british
37933,indian
37934,filipino
5169,filipino
5172,moroccan
37942,indian
37943,korean
5176,indian
37946,filipino
5181,indian
5182,indian
5183,british
37952,korean
37953,korean
37954,filipino
5188,vietnamese
37960,vietnamese
37961,korean
5195,korean
5203,vietnamese
37972,korean
37973,indian
6330,indian
5218,moroccan
5219,indian
37990,filipino
5226,moroccan
871,moroccan
37996,indian
5231,russian
5234,irish
38004,moroccan
5238,indian
5239,korean
38014,indian
5247,vietnamese
5248,filipino
38018,indian
5252,indian
5255,moroccan
38025,indian
5261,filipino
38031,cajun_creole
5264,indian
5265,spanish
5266,moroccan
5268,filipino
38038,chinese
38042,moroccan
38047,thai
5285,filipino
5288,filipino
38058,mexican
5293,moroccan
5295,filipino
38064,chinese
883,indian
38068,vietnamese
38069,indian
5305,indian
5306,indian
5308,filipino
5309,filipino
5311,indian
5313,moroccan
38085,vietnamese
5318,british
11809,jamaican
38089,indian
5326,spanish
5327,filipino
5331,indian
38107,indian
5341,indian
5345,filipino
5349,vietnamese
5350,vietnamese
5352,filipino
38122,indian
5355,irish
38126,indian
38130,moroccan
5363,spanish
38134,chinese
5367,jamaican
38136,spanish
38137,indian
5370,irish
5372,vietnamese
5386,indian
38157,thai
38159,indian
38161,filipino
5398,greek
5400,irish
38170,mexican
38180,filipino
38186,moroccan
38188,indian
5428,irish
38197,indian
38200,korean
5434,indian
39135,irish
38205,irish
38206,vietnamese
5443,filipino
38216,indian
38218,filipino
38221,indian
5454,moroccan
38223,vietnamese
5456,indian
5457,moroccan
38228,filipino
5464,italian
38234,indian
38237,irish
38240,indian
38241,filipino
5476,filipino
38247,british
38249,spanish
5482,indian
5484,spanish
38253,vietnamese
5486,vietnamese
38257,moroccan
5491,indian
5497,korean
38267,filipino
38270,filipino
5503,korean
38272,mexican
38273,moroccan
38275,indian
38277,filipino
5512,indian
919,indian
5516,indian
38290,indian
38293,indian
5526,korean
38298,filipino
5531,filipino
5535,indian
5536,filipino
5539,filipino
5540,filipino
38311,vietnamese
5545,chinese
38314,korean
38318,cajun_creole
5551,vietnamese
